,coords,weight,point_type
5635,"(47.497389830242035, -92.87929313870565)",-58,Census_Blocks
5636,"(47.49094457916196, -92.85960484043228)",-12,Census_Blocks
5637,"(47.483709348024995, -92.87406920733461)",-34,Census_Blocks
5638,"(47.48874456834311, -92.89127370677242)",-26,Census_Blocks
5639,"(47.47613306373429, -92.88613351751683)",-40,Census_Blocks
5640,"(47.50693308223506, -92.74442085159558)",-70,Census_Blocks
5641,"(47.49304847103064, -92.78637353371693)",-19,Census_Blocks
5642,"(47.526786224484, -92.57942268143728)",-49,Census_Blocks
5643,"(47.51302558397527, -92.56522695946674)",-32,Census_Blocks
5644,"(47.48399060173131, -92.5983313211355)",-33,Census_Blocks
5645,"(47.537384390254154, -92.63564111993051)",0,Census_Blocks
5646,"(47.53456828309504, -92.55336185069893)",-51,Census_Blocks
5647,"(47.53532276063892, -92.54335626555408)",-89,Census_Blocks
5648,"(47.52818610968267, -92.5403341068001)",-68,Census_Blocks
5649,"(47.516021496212076, -92.53134701617054)",-22,Census_Blocks
5650,"(47.522487153351044, -92.53687007307835)",-46,Census_Blocks
5651,"(47.518428849680056, -92.5360072998489)",-20,Census_Blocks
5652,"(47.51471037795197, -92.53694745725014)",0,Census_Blocks
5653,"(47.5161618757137, -92.50307751897958)",-18,Census_Blocks
5654,"(47.50442531941988, -92.55185380251721)",-51,Census_Blocks
5655,"(47.51787153187751, -92.55305386107159)",-10,Census_Blocks
5656,"(47.520152539648585, -92.54379901085498)",-39,Census_Blocks
5657,"(47.475199959195336, -92.54711924820978)",-19,Census_Blocks
5658,"(47.468297430800654, -92.52005978431359)",-24,Census_Blocks
5659,"(47.46289981524169, -92.53800100583796)",-32,Census_Blocks
5660,"(47.463616158971035, -92.53120336145885)",0,Census_Blocks
5661,"(47.45151516862569, -92.55841705307915)",-59,Census_Blocks
5662,"(47.41532455710121, -92.64331783602599)",-17,Census_Blocks
5663,"(47.418783092035795, -92.55807573736278)",-21,Census_Blocks
5664,"(47.40511423037594, -92.48017160511247)",-59,Census_Blocks
5665,"(47.44833227393867, -92.48774214980668)",-62,Census_Blocks
5666,"(47.471678706068474, -92.45993979841322)",-13,Census_Blocks
5667,"(47.503630393807356, -92.46201299158682)",-70,Census_Blocks
5668,"(47.52292473678869, -92.38435027897803)",-35,Census_Blocks
5669,"(47.48424156410304, -92.3592215306092)",-30,Census_Blocks
5670,"(47.52256859008389, -92.23453656054758)",-24,Census_Blocks
5671,"(47.53549839699928, -92.24270436103083)",-49,Census_Blocks
5672,"(47.6752539471121, -92.16946015070937)",-39,Census_Blocks
5673,"(47.54879722572172, -92.24570419954979)",-33,Census_Blocks
5674,"(47.41204454528702, -92.23680165350055)",-41,Census_Blocks
5675,"(47.57227314551863, -92.11481450061777)",-29,Census_Blocks
5676,"(47.502852193727946, -92.12217890532892)",-33,Census_Blocks
5677,"(47.644440089854704, -91.94595206782436)",-35,Census_Blocks
5678,"(47.83453720947573, -92.8945662552249)",-27,Census_Blocks
5679,"(47.70833065505829, -92.86718753596678)",-7,Census_Blocks
5680,"(47.54317470163126, -92.85595811877644)",-19,Census_Blocks
5681,"(47.60061521103991, -92.9824855448113)",-31,Census_Blocks
5682,"(47.63089005249383, -92.62105376882873)",0,Census_Blocks
5683,"(47.59480877821609, -92.42189155410357)",-25,Census_Blocks
5684,"(47.69944697897774, -92.38819414188329)",-6,Census_Blocks
5685,"(47.751069976249525, -92.55763360840072)",-75,Census_Blocks
5686,"(47.91174993515503, -91.85497786258969)",0,Census_Blocks
5687,"(47.90228190084006, -91.8661571500197)",0,Census_Blocks
5688,"(47.89760985110166, -91.86889205005119)",-8,Census_Blocks
5689,"(47.89926397454326, -91.8568673790596)",-30,Census_Blocks
5690,"(47.902703128708744, -91.83918526222418)",0,Census_Blocks
5691,"(47.85924962731206, -91.84770589774405)",-22,Census_Blocks
5692,"(47.82377762803086, -92.00452518799366)",-28,Census_Blocks
5693,"(47.80112904717625, -92.18999771610659)",-16,Census_Blocks
5694,"(47.82641722184925, -92.27120978015546)",-43,Census_Blocks
5695,"(48.01457521201355, -92.77836334704247)",-12,Census_Blocks
5696,"(47.928660693264185, -92.53668966829747)",-8,Census_Blocks
5697,"(48.10745141442797, -92.19412178320822)",-62,Census_Blocks
5698,"(48.31737327422189, -92.85810193137763)",-39,Census_Blocks
5699,"(46.76264583497851, -92.10536106923631)",-40,Census_Blocks
5700,"(46.755245133489794, -92.12551681889909)",-102,Census_Blocks
5701,"(46.76612576615912, -92.1290476965536)",-123,Census_Blocks
5702,"(46.819657850462214, -92.07523346508938)",0,Census_Blocks
5703,"(46.812265711057805, -92.08477669650458)",-34,Census_Blocks
5704,"(46.81990144164941, -92.08563852864506)",0,Census_Blocks
5705,"(46.75580839125258, -92.15036356328827)",-16,Census_Blocks
5706,"(46.73501866754474, -92.15211138627821)",-84,Census_Blocks
5707,"(46.75251001425738, -92.15679467201265)",-50,Census_Blocks
5708,"(46.74979531039584, -92.16134878840369)",-55,Census_Blocks
5709,"(46.7455395620957, -92.16391807118532)",-52,Census_Blocks
5710,"(46.810960022431665, -91.91789880673781)",0,Census_Blocks
5711,"(44.78073243568297, -93.3409284657748)",-6,Census_Blocks
5712,"(44.77357316714522, -93.33263510995647)",-147,Census_Blocks
5713,"(44.78268691034597, -93.38154378171762)",-56,Census_Blocks
5714,"(44.76942056916323, -93.3697044333001)",-132,Census_Blocks
5715,"(44.75489660552912, -93.36911489807932)",-203,Census_Blocks
5716,"(44.75362142322064, -93.38453924717807)",-113,Census_Blocks
5717,"(44.75347316921788, -93.39429992490491)",-71,Census_Blocks
5718,"(44.738834270853474, -93.37552582769094)",-95,Census_Blocks
5719,"(44.72496662569169, -93.38556420190434)",-37,Census_Blocks
5720,"(44.74382737146979, -93.3488496711597)",-82,Census_Blocks
5721,"(44.738414656062744, -93.35058625681823)",-162,Census_Blocks
5722,"(44.739411127258656, -93.36416463000887)",-99,Census_Blocks
5723,"(44.725848563035285, -93.35071394960616)",-237,Census_Blocks
5724,"(44.7402468982956, -93.33389052177016)",-54,Census_Blocks
5725,"(44.762936313404744, -93.33337964942989)",-116,Census_Blocks
5726,"(44.75312841459611, -93.33206595144583)",-204,Census_Blocks
5727,"(44.749508323751684, -93.34527102476525)",-30,Census_Blocks
5728,"(44.761739278120466, -93.35442099990324)",0,Census_Blocks
5729,"(44.75272499220247, -93.35486405742455)",-336,Census_Blocks
5730,"(44.758269942947116, -93.34201351467094)",-36,Census_Blocks
5731,"(44.80068226401105, -93.44447416978394)",-362,Census_Blocks
5732,"(44.78552392404148, -93.49737701472186)",-144,Census_Blocks
5733,"(44.792617683896815, -93.48360578091486)",-104,Census_Blocks
5734,"(44.7755129007913, -93.426770729347)",-27,Census_Blocks
5735,"(44.775000504739054, -93.40500042918049)",-108,Census_Blocks
5736,"(44.776702969278794, -93.45249705108071)",-81,Census_Blocks
5737,"(44.7686658660128, -93.41980419966593)",-298,Census_Blocks
5738,"(44.78944197905989, -93.44111307133441)",0,Census_Blocks
5739,"(44.779362208074865, -93.42969211525092)",-51,Census_Blocks
5740,"(44.742018884833975, -93.50044133858383)",-126,Census_Blocks
5741,"(44.78535988156297, -93.51222313720658)",0,Census_Blocks
5742,"(44.77525422996955, -93.51291959861972)",-58,Census_Blocks
5743,"(44.767211820027335, -93.51256595558884)",-64,Census_Blocks
5744,"(44.780007022882536, -93.51375280406648)",-101,Census_Blocks
5745,"(44.76612862650147, -93.4941593440094)",-49,Census_Blocks
5746,"(44.7713788167332, -93.49401853008455)",-109,Census_Blocks
5747,"(44.76034569608182, -93.41799463678022)",-19,Census_Blocks
5748,"(44.771821098839716, -93.47696106625884)",-82,Census_Blocks
5749,"(44.77779325864024, -93.4889130323838)",-276,Census_Blocks
5750,"(44.764898017499895, -93.46074225688129)",-338,Census_Blocks
5751,"(44.80036000107993, -93.51380713503121)",-24,Census_Blocks
5752,"(44.79174773535709, -93.5121724223561)",-209,Census_Blocks
5753,"(44.79684300330471, -93.52217717319725)",-42,Census_Blocks
5754,"(44.79624762474454, -93.5387588334155)",-15,Census_Blocks
5755,"(44.79025767462982, -93.53457956780672)",-66,Census_Blocks
5756,"(44.78584313012693, -93.54582942056854)",-11,Census_Blocks
5757,"(44.78178921103836, -93.5249587163131)",-8,Census_Blocks
5758,"(44.78284885180109, -93.53498217238021)",-85,Census_Blocks
5759,"(44.78098559126394, -93.55020275458592)",-101,Census_Blocks
5760,"(44.76987836896699, -93.58688711511851)",-56,Census_Blocks
5761,"(44.75570094010377, -93.56430444862428)",-19,Census_Blocks
5762,"(44.76168482448413, -93.53055286180037)",-152,Census_Blocks
5763,"(44.66296746050848, -93.6243237313415)",-57,Census_Blocks
5764,"(44.66150323716057, -93.6367816586419)",-35,Census_Blocks
5765,"(44.67776285487572, -93.63833398532903)",-196,Census_Blocks
5766,"(44.649835008535575, -93.6428114711613)",-133,Census_Blocks
5767,"(44.731221669194305, -93.5736382042539)",-37,Census_Blocks
5768,"(44.67369528083564, -93.57607405461289)",-39,Census_Blocks
5769,"(44.71560063438547, -93.45281087966566)",-92,Census_Blocks
5770,"(44.70244276271123, -93.49257431190692)",-76,Census_Blocks
5771,"(44.732590603590914, -93.45445558207862)",-114,Census_Blocks
5772,"(44.731406785674466, -93.4756724197443)",-188,Census_Blocks
5773,"(44.74761950903075, -93.45306756755595)",-96,Census_Blocks
5774,"(44.74052007513929, -93.38675642988031)",-12,Census_Blocks
5775,"(44.747296145297206, -93.41705253929136)",-132,Census_Blocks
5776,"(44.741378809612016, -93.43470840271895)",-14,Census_Blocks
5777,"(44.733327950585924, -93.4288895374491)",-63,Census_Blocks
5778,"(44.726375133806414, -93.41307172957646)",-107,Census_Blocks
5779,"(44.71931964632492, -93.40911524547165)",-32,Census_Blocks
5780,"(44.71118897545776, -93.4060928665862)",-41,Census_Blocks
5781,"(44.71025634472714, -93.38900321530167)",-81,Census_Blocks
5782,"(44.71018332545134, -93.43479819567364)",-9,Census_Blocks
5783,"(44.70346086731922, -93.4521809977383)",-126,Census_Blocks
5784,"(44.707932864669175, -93.41909533808885)",-51,Census_Blocks
5785,"(44.70251786131286, -93.42675479226781)",-150,Census_Blocks
5786,"(44.69738104929786, -93.410897792101)",-73,Census_Blocks
5787,"(44.64279282661354, -93.4785080766677)",-15,Census_Blocks
5788,"(44.68294290000726, -93.44494747848378)",-123,Census_Blocks
5789,"(44.670395743827186, -93.49030265622335)",0,Census_Blocks
5790,"(44.668065702859124, -93.38981499467221)",-72,Census_Blocks
5791,"(44.6594914307258, -93.4189282709933)",-85,Census_Blocks
5792,"(44.70059334335994, -93.34687688049131)",-83,Census_Blocks
5793,"(44.65411143195072, -93.3325517577714)",-24,Census_Blocks
5794,"(44.659630130309225, -93.36401635204564)",-125,Census_Blocks
5795,"(44.587198771076565, -93.42003965629895)",-47,Census_Blocks
5796,"(44.60774625773596, -93.48270298636324)",-32,Census_Blocks
5797,"(44.56556070308523, -93.47989883322819)",-64,Census_Blocks
5798,"(44.610004668504374, -93.35537302838048)",-46,Census_Blocks
5799,"(44.61321260548527, -93.29297531940006)",-14,Census_Blocks
5800,"(44.56342301984799, -93.32510382187603)",-301,Census_Blocks
5801,"(44.569134163929704, -93.34657348297586)",-51,Census_Blocks
5802,"(44.57297062374801, -93.36043997449953)",-145,Census_Blocks
5803,"(44.56147674578207, -93.359207966594)",-27,Census_Blocks
5804,"(44.57589961853895, -93.30225816340544)",-11,Census_Blocks
5805,"(44.5830913282468, -93.61741813375491)",-131,Census_Blocks
5806,"(44.55350511776747, -93.57924311876334)",-44,Census_Blocks
5807,"(44.55111775581238, -93.5578368952497)",-61,Census_Blocks
5808,"(44.593837645533696, -93.55646777595486)",-58,Census_Blocks
5809,"(44.547131269055185, -93.56779258717202)",-178,Census_Blocks
5810,"(44.556423382531754, -93.56843525458225)",0,Census_Blocks
5811,"(44.575816604160615, -93.805793645323)",-30,Census_Blocks
5812,"(44.61869796328248, -93.78059704587625)",-20,Census_Blocks
5813,"(44.5991955676125, -93.72744245553302)",-169,Census_Blocks
5814,"(44.62032947544283, -93.68221145845565)",-41,Census_Blocks
5815,"(44.61610837706198, -93.75348679728401)",-114,Census_Blocks
5816,"(44.630406048501506, -93.75649430303889)",-153,Census_Blocks
5817,"(44.59641839770529, -93.75601068802395)",-69,Census_Blocks
5818,"(45.54086906938205, -93.56269255942483)",-174,Census_Blocks
5819,"(45.51125762248425, -93.62117571290847)",-92,Census_Blocks
5820,"(45.50635668575184, -93.55243141289692)",-218,Census_Blocks
5821,"(45.48208050890828, -93.56747758114223)",-114,Census_Blocks
5822,"(45.46026559870834, -93.6187705967742)",-108,Census_Blocks
5823,"(45.45075707116822, -93.60384490033535)",-40,Census_Blocks
5824,"(45.45434897638433, -93.5495414012777)",-157,Census_Blocks
5825,"(45.40352440227429, -93.60894214353563)",-90,Census_Blocks
5826,"(45.402233210095915, -93.53658840701804)",-107,Census_Blocks
5827,"(45.436314872561965, -93.60378291766301)",-87,Census_Blocks
5828,"(45.42799007091623, -93.57316624207606)",-57,Census_Blocks
5829,"(45.50288909917896, -93.68550429200141)",-207,Census_Blocks
5830,"(45.51185236113145, -93.80067647679157)",-131,Census_Blocks
5831,"(45.42045799917165, -93.6873812256355)",-31,Census_Blocks
5832,"(45.40394360207501, -93.7415696518187)",-54,Census_Blocks
5833,"(45.52275962752604, -94.0567741238741)",-19,Census_Blocks
5834,"(45.52262156912018, -93.97204251975353)",-96,Census_Blocks
5835,"(45.523869311720006, -93.91059657107344)",-162,Census_Blocks
5836,"(45.46487763591946, -94.05131316701203)",-41,Census_Blocks
5837,"(45.43131026500389, -93.96524033207383)",-121,Census_Blocks
5838,"(45.37713457022076, -93.69195803817324)",-101,Census_Blocks
5839,"(45.35605320546891, -93.69125247107638)",-25,Census_Blocks
5840,"(45.35618523409941, -93.75484752792494)",-231,Census_Blocks
5841,"(45.369474488559774, -93.78799297149853)",-124,Census_Blocks
5842,"(45.345515998714205, -93.78277014934561)",-116,Census_Blocks
5843,"(45.408837285968666, -93.82158699701857)",-241,Census_Blocks
5844,"(45.36788047289197, -93.86140144744157)",-144,Census_Blocks
5845,"(45.40480613309763, -93.88286685799574)",-159,Census_Blocks
5846,"(45.42889921736568, -93.89930480880521)",-94,Census_Blocks
5847,"(45.46156925844735, -93.83999940824181)",-142,Census_Blocks
5848,"(45.33789874181469, -93.72608593271023)",-37,Census_Blocks
5849,"(45.34150649400288, -93.75761321511796)",-38,Census_Blocks
5850,"(45.33225597935304, -93.65942991264632)",-133,Census_Blocks
5851,"(45.321051888320724, -93.7659075762348)",-15,Census_Blocks
5852,"(45.32051441636832, -93.76099051095942)",-126,Census_Blocks
5853,"(45.317512980126466, -93.73926254713427)",-155,Census_Blocks
5854,"(45.310224771710914, -93.67749570391881)",-48,Census_Blocks
5855,"(45.310606194243356, -93.58357451848548)",0,Census_Blocks
5856,"(45.31294846294762, -93.61553034601586)",0,Census_Blocks
5857,"(45.31201780402562, -93.57166410408027)",-241,Census_Blocks
5858,"(45.30366954398003, -93.61185621873925)",-91,Census_Blocks
5859,"(45.29704956045688, -93.5980539431936)",-126,Census_Blocks
5860,"(45.348281535015474, -93.61690079006499)",-108,Census_Blocks
5861,"(45.32927163157003, -93.56823884016222)",-38,Census_Blocks
5862,"(45.33708276992075, -93.59086927701328)",-78,Census_Blocks
5863,"(45.275331128459314, -93.53195137643745)",-70,Census_Blocks
5864,"(45.3009662418253, -93.5361522645773)",-301,Census_Blocks
5865,"(45.34379930881966, -93.54342629229201)",-417,Census_Blocks
5866,"(45.33199451702611, -93.5508235903476)",-30,Census_Blocks
5867,"(45.301883335224616, -93.55996914510715)",-243,Census_Blocks
5868,"(45.31454457078691, -93.55368020151614)",-100,Census_Blocks
5869,"(45.52358065675009, -94.11681443968781)",-122,Census_Blocks
5870,"(45.55420534276537, -94.13920458045892)",-26,Census_Blocks
5871,"(45.54521447923299, -94.13963464496574)",-277,Census_Blocks
5872,"(45.54757469323914, -94.12398617258891)",-42,Census_Blocks
5873,"(44.634283715157096, -93.92404170001437)",-92,Census_Blocks
5874,"(44.52520334092565, -93.91281914243817)",-62,Census_Blocks
5875,"(44.67871742022223, -94.0754347976511)",-40,Census_Blocks
5876,"(44.672298760087294, -94.19561830664136)",-53,Census_Blocks
5877,"(44.49671269509972, -94.48725050649624)",-16,Census_Blocks
5878,"(44.55398495595164, -94.34567292156291)",-50,Census_Blocks
5879,"(44.61942546727753, -94.52366844677417)",-62,Census_Blocks
5880,"(44.53882424417816, -94.52675115329477)",-67,Census_Blocks
5881,"(44.53401716424791, -94.33658223284759)",-26,Census_Blocks
5882,"(44.54437438160032, -94.24585849439593)",-50,Census_Blocks
5883,"(44.56355287424003, -94.20362152329741)",-34,Census_Blocks
5884,"(44.55108004305288, -94.23685694086349)",-50,Census_Blocks
5885,"(44.55878449426441, -94.08099438557333)",-20,Census_Blocks
5886,"(44.61241862401732, -94.08391783526244)",-52,Census_Blocks
5887,"(44.498211444183404, -93.99310890431202)",-64,Census_Blocks
5888,"(44.596297321824125, -94.06854903972389)",-127,Census_Blocks
5889,"(45.54421312190587, -94.16591616674312)",-110,Census_Blocks
5890,"(45.552837961899534, -94.1656936901375)",-138,Census_Blocks
5891,"(45.55609085248878, -94.15743298626731)",0,Census_Blocks
5892,"(45.551546104237374, -94.15739241916891)",-35,Census_Blocks
5893,"(45.545999219542225, -94.15824042536492)",-62,Census_Blocks
5894,"(45.52584783697567, -94.1538027574524)",-153,Census_Blocks
5895,"(45.542185784968126, -94.15378691132989)",-297,Census_Blocks
5896,"(45.543901606523775, -94.1984472826055)",-203,Census_Blocks
5897,"(45.516140907213575, -94.21200143068033)",-441,Census_Blocks
5898,"(45.54195190866197, -94.1849406337289)",-223,Census_Blocks
5899,"(45.51625643487571, -94.18741566620103)",-97,Census_Blocks
5900,"(45.504791397769736, -94.16578422723525)",-113,Census_Blocks
5901,"(45.52830132124095, -94.17075200087719)",-73,Census_Blocks
5902,"(45.55431309027851, -94.2241684988016)",-7,Census_Blocks
5903,"(45.55212873094558, -94.2423042381746)",-164,Census_Blocks
5904,"(45.556593892955846, -94.21422063877476)",-21,Census_Blocks
5905,"(45.54509469784062, -94.22421475993991)",-83,Census_Blocks
5906,"(45.52370947708425, -94.24305923507886)",-135,Census_Blocks
5907,"(45.54224515114807, -94.21352692408182)",-13,Census_Blocks
5908,"(45.560485525064195, -94.1967387845719)",-232,Census_Blocks
5909,"(45.55391989586058, -94.19645358571434)",-22,Census_Blocks
5910,"(45.55057133145972, -94.17957763827593)",-34,Census_Blocks
5911,"(45.56043389585522, -94.18287208492887)",-31,Census_Blocks
5912,"(45.55870918330136, -94.1722771512311)",-170,Census_Blocks
5913,"(45.55600029956242, -94.1828698292158)",0,Census_Blocks
5914,"(45.56589599431326, -94.21177664545405)",-12,Census_Blocks
5915,"(45.57123817609134, -94.1929710858766)",-35,Census_Blocks
5916,"(45.565868785380204, -94.19352625556115)",-12,Census_Blocks
5917,"(45.56580794770419, -94.18536435524256)",-13,Census_Blocks
5918,"(45.56499686166125, -94.17447725059776)",-21,Census_Blocks
5919,"(45.57039172959332, -94.1818486326473)",-34,Census_Blocks
5920,"(45.57080630817655, -94.17070481430476)",-49,Census_Blocks
5921,"(45.565405719722186, -94.16389169277457)",-102,Census_Blocks
5922,"(45.58373475171768, -94.18167093679443)",-18,Census_Blocks
5923,"(45.574825722525105, -94.1767183772095)",-83,Census_Blocks
5924,"(45.576194818766176, -94.19101011396091)",-121,Census_Blocks
5925,"(45.56196304194443, -94.24621366228922)",-67,Census_Blocks
5926,"(45.57702700976262, -94.24125161932004)",-68,Census_Blocks
5927,"(45.57986372442883, -94.25638341770215)",-113,Census_Blocks
5928,"(45.5788233256558, -94.23121477221589)",-199,Census_Blocks
5929,"(45.581722858519804, -94.21605885055769)",-9,Census_Blocks
5930,"(45.573225652053786, -94.21082429158001)",-22,Census_Blocks
5931,"(45.633349861849894, -94.21422600345034)",-76,Census_Blocks
5932,"(45.6481595402146, -94.24388952944052)",-391,Census_Blocks
5933,"(45.6569571546206, -94.21076840071406)",-102,Census_Blocks
5934,"(45.60703884390139, -94.20747925897494)",-74,Census_Blocks
5935,"(45.62261354862147, -94.21504988289348)",-188,Census_Blocks
5936,"(45.594999837991644, -94.2099764049048)",-246,Census_Blocks
5937,"(45.598219932856374, -94.23985243848374)",-237,Census_Blocks
5938,"(45.61514140635926, -94.24371797435064)",-82,Census_Blocks
5939,"(45.6981863671472, -94.260324043639)",-180,Census_Blocks
5940,"(45.72950127423615, -94.33768107568793)",-33,Census_Blocks
5941,"(45.627692573092055, -94.32702823130023)",-78,Census_Blocks
5942,"(45.62592636873991, -94.42765177669447)",-132,Census_Blocks
5943,"(45.62648872487636, -94.48483690951007)",-36,Census_Blocks
5944,"(45.631568269727424, -94.5698402208137)",-198,Census_Blocks
5945,"(45.62322590694915, -94.5771478702843)",-91,Census_Blocks
5946,"(45.731090294483174, -94.55132699568564)",-98,Census_Blocks
5947,"(45.70682390359445, -94.4443695496643)",-178,Census_Blocks
5948,"(45.629708161441556, -94.71016341562273)",-194,Census_Blocks
5949,"(45.62749428175989, -94.82993897785319)",-94,Census_Blocks
5950,"(45.72428792389204, -94.71160773436638)",-74,Census_Blocks
5951,"(45.671628668477894, -94.81891824766035)",-55,Census_Blocks
5952,"(45.687372505945206, -94.7855868206637)",-26,Census_Blocks
5953,"(45.727827649048486, -94.84099398570007)",-233,Census_Blocks
5954,"(45.451440541388344, -94.99553367464121)",-79,Census_Blocks
5955,"(45.54608050444143, -94.93634193098848)",-69,Census_Blocks
5956,"(45.45601907379516, -94.8741369650366)",-56,Census_Blocks
5957,"(45.4655845244895, -95.07023563949724)",-51,Census_Blocks
5958,"(45.39625218390533, -94.70806893064922)",-27,Census_Blocks
5959,"(45.34441738506483, -94.72267832066017)",-59,Census_Blocks
5960,"(45.35782284606761, -94.67270265576805)",-143,Census_Blocks
5961,"(45.34325724289022, -94.56816783882758)",-18,Census_Blocks
5962,"(45.384876326271886, -94.58089717819617)",-60,Census_Blocks
5963,"(45.42702374716572, -94.55849118331872)",-21,Census_Blocks
5964,"(45.46478555633169, -94.55907882523198)",-118,Census_Blocks
5965,"(45.51122243660274, -94.65205501914322)",-112,Census_Blocks
5966,"(45.370080282078376, -94.42113809099597)",-37,Census_Blocks
5967,"(45.360502622463294, -94.30003594728284)",-39,Census_Blocks
5968,"(45.298057060568375, -94.31983518396257)",-56,Census_Blocks
5969,"(45.36024769406647, -94.19369232266672)",-94,Census_Blocks
5970,"(45.39117001503994, -94.10669814831755)",-109,Census_Blocks
5971,"(45.43148189505366, -94.41863457202653)",-75,Census_Blocks
5972,"(45.47180138884209, -94.47018525371139)",-400,Census_Blocks
5973,"(45.484929069940165, -94.41570446559913)",-22,Census_Blocks
5974,"(45.443369465201926, -94.46830776612808)",-8,Census_Blocks
5975,"(45.53170023574825, -94.4215978195727)",-47,Census_Blocks
5976,"(45.57057526875413, -94.42751154919432)",-8,Census_Blocks
5977,"(45.45790477963099, -94.30526041103509)",-88,Census_Blocks
5978,"(45.49264225270453, -94.3456506142586)",-138,Census_Blocks
5979,"(45.559487366640106, -94.32224840210357)",0,Census_Blocks
5980,"(45.52958969353049, -94.27629434273042)",-15,Census_Blocks
5981,"(45.57424313075166, -94.30589395284672)",-214,Census_Blocks
5982,"(45.550527304154485, -94.29953489717535)",-162,Census_Blocks
5983,"(45.434648476866904, -94.21074581539354)",-117,Census_Blocks
5984,"(45.468563295143746, -94.12733198291242)",-186,Census_Blocks
5985,"(45.48060256134735, -94.20208113825647)",-67,Census_Blocks
5986,"(45.6731387570503, -95.02480066646025)",-117,Census_Blocks
5987,"(45.74343181725811, -94.91973137977143)",-190,Census_Blocks
5988,"(45.758875891740125, -94.96201813962959)",-49,Census_Blocks
5989,"(45.72691204795844, -94.96432075507724)",-48,Census_Blocks
5990,"(45.726999944066385, -94.94343485087698)",-70,Census_Blocks
5991,"(45.72971883285737, -94.95078857073374)",-22,Census_Blocks
5992,"(45.55482873071255, -94.15043544068062)",0,Census_Blocks
5993,"(45.551069031440626, -94.15028026669003)",0,Census_Blocks
5994,"(45.55889843701976, -94.15685862255053)",-22,Census_Blocks
5995,"(44.15123595944097, -93.15866428322163)",-184,Census_Blocks
5996,"(44.15839595650656, -93.33499688453867)",-249,Census_Blocks
5997,"(44.055142977115985, -93.14341671405519)",-27,Census_Blocks
5998,"(44.076517280031815, -93.17808215295915)",-34,Census_Blocks
5999,"(44.08462860179678, -93.21536430388248)",-33,Census_Blocks
6000,"(44.0955296712732, -93.17454282788346)",-88,Census_Blocks
6001,"(44.104926104595876, -93.1894767637897)",-161,Census_Blocks
6002,"(44.10486198785949, -93.22169552996698)",-84,Census_Blocks
6003,"(44.10422807972769, -93.23103013023525)",0,Census_Blocks
6004,"(44.09975998431734, -93.21602877704076)",-23,Census_Blocks
6005,"(44.11605231283352, -93.20525698055792)",-48,Census_Blocks
6006,"(44.10347924019401, -93.20402123066825)",-56,Census_Blocks
6007,"(44.08809812467618, -93.22512676631135)",-42,Census_Blocks
6008,"(44.09990896608732, -93.26054695101112)",-7,Census_Blocks
6009,"(44.07831515058409, -93.25251462373159)",-71,Census_Blocks
6010,"(43.97984612329193, -93.1433037920846)",-61,Census_Blocks
6011,"(43.98696513249472, -93.33726633423639)",-219,Census_Blocks
6012,"(44.06610213396423, -93.23196216605496)",-64,Census_Blocks
6013,"(44.07903705991575, -93.2272906038066)",-80,Census_Blocks
6014,"(44.07263906016287, -93.23074960945553)",-75,Census_Blocks
6015,"(44.07783628162502, -93.2115326644331)",-75,Census_Blocks
6016,"(44.07439654584555, -93.21804013168055)",-73,Census_Blocks
6017,"(44.06282551190167, -93.20292472554445)",-41,Census_Blocks
6018,"(44.06988754903897, -93.20710267457001)",-178,Census_Blocks
6019,"(43.87720246842811, -93.05351885355913)",-45,Census_Blocks
6020,"(43.89528087380984, -93.14035078939752)",-27,Census_Blocks
6021,"(43.88910565452655, -93.26618941304736)",-42,Census_Blocks
6022,"(43.85674827238326, -93.06439215869311)",-141,Census_Blocks
6023,"(45.68168964916008, -95.85165146674524)",-13,Census_Blocks
6024,"(45.68526472188129, -96.10734946851049)",-31,Census_Blocks
6025,"(45.48997560885382, -96.08720016130705)",-23,Census_Blocks
6026,"(45.596447570192126, -96.17388108952215)",-26,Census_Blocks
6027,"(45.64284312027697, -95.93125309338136)",-42,Census_Blocks
6028,"(45.58170629605812, -95.88748537899778)",-126,Census_Blocks
6029,"(45.58878395753687, -95.90648758606014)",-123,Census_Blocks
6030,"(45.49340284361376, -95.85803351719633)",-61,Census_Blocks
6031,"(45.59257602617191, -95.94919155343182)",-23,Census_Blocks
6032,"(45.579709741992225, -95.94910368767363)",-21,Census_Blocks
6033,"(45.49336981836228, -95.79025444044777)",-68,Census_Blocks
6034,"(45.32656878003218, -95.36733832835871)",-19,Census_Blocks
6035,"(45.204772351953714, -95.39711298703315)",-62,Census_Blocks
6036,"(45.19209696274461, -95.32495930942194)",-70,Census_Blocks
6037,"(45.31868270924582, -95.59191725090183)",-85,Census_Blocks
6038,"(45.32523841321341, -95.61109087230412)",-11,Census_Blocks
6039,"(45.30868022403331, -95.61929068232008)",-68,Census_Blocks
6040,"(45.29906621300322, -95.59437597328473)",-56,Census_Blocks
6041,"(45.27306840129785, -95.7204989472388)",-70,Census_Blocks
6042,"(45.340554735641504, -95.54794068326908)",-22,Census_Blocks
6043,"(45.278727378566984, -95.93026244548767)",-36,Census_Blocks
6044,"(45.287030591967294, -96.05188438474349)",-16,Census_Blocks
6045,"(45.19928514296583, -96.01575026848336)",-34,Census_Blocks
6046,"(46.31769715709062, -94.77726930797803)",-58,Census_Blocks
